datetime,day_of_week,day_name,is_weekend,month,month_name,month_abbr,season,day_sin,day_cos,Open,High,Low,Close,Volume,VWAP,OBV,Cumulative_Return,SMA_5,SMA_20,SMA_50,SMA_200,EMA_5,EMA_20,EMA_50,EMA_200,RSI,ATR,MACD,MACD_Signal,Bollinger_Upper,Bollinger_Mid,Bollinger_Lower
2023-05-16 13:30:00,1,Tuesday,0,5,May,May,Spring,0.0,1.0,165.6499938964844,167.5599975585938,164.3500061035156,167.4700012207031,28269977,171.9234011881482,3287592582,-0.1355048515103691,167.0809814453125,168.3815612792969,168.9410852050781,171.8682851409912,167.0325373364268,167.8603450605856,167.7061578686578,172.0870425295172,33.77436108340636,2.083642142159598,-0.500351699443172,-0.2870606937026966,171.8398754994241,168.3815612792969,164.9232470591697
2023-05-16 14:30:00,1,Tuesday,0,5,May,May,Spring,0.7818314824680298,0.6234898018587336,167.4499969482422,169.4199981689453,167.1600036621094,168.5800018310547,18020917,171.906304571853,3323634415,-0.129774928924384,167.1829803466797,168.3677764892578,168.9752853393555,171.754885635376,167.5483588346361,167.9288838006303,167.74042625934,172.0521466021693,43.85317245933129,2.04649897984096,-0.37511266755061,-0.3046710884722793,171.8203262679284,168.3677764892578,164.9152267105872
2023-05-16 15:30:00,1,Tuesday,0,5,May,May,Spring,0.9749279121818236,-0.2225209339563143,168.5648956298828,169.5184020996094,167.9199981689453,168.4299926757812,11617670,171.8948822745152,3323634414,-0.1305492896219278,167.3849792480469,168.3342514038086,168.9724353027344,171.6418350982666,167.8422367816845,167.9766084554066,167.7674680795926,172.0161052695685,52.00277613889455,1.957098824637277,-0.2846826729836209,-0.3006734053745477,171.7698235721923,168.3342514038086,164.8986792354249
2023-05-16 16:30:00,1,Tuesday,0,5,May,May,Spring,0.4338837391175582,-0.900968867902419,168.4219970703125,168.9700012207031,167.8549957275391,168.31689453125,9570871,171.8852232779455,3323634413,-0.1311331123754823,167.8303771972656,168.2805908203125,168.9761730957031,171.520019607544,168.0004560315397,168.009016653106,167.7890142149518,171.9792972025205,49.98575160294467,1.924598693847656,-0.2196107893626049,-0.2844608821721591,171.6800605725659,168.2805908203125,164.8811210680591
2023-05-16 17:30:00,1,Tuesday,0,5,May,May,Spring,-0.433883739117558,-0.9009688679024191,168.3200988769531,168.8600006103516,166.7599945068359,166.9998931884766,10569064,171.8707028509625,3323634412,-0.1379315912856336,167.9593566894531,168.133585357666,168.9317709350586,171.4184996032715,167.666935083852,167.9129096564746,167.7580682923449,171.9297508939231,46.38874016534025,1.98102787562779,-0.2711857934777981,-0.281805864433287,171.4848522574116,168.133585357666,164.7823184579205
2023-05-16 18:30:00,1,Tuesday,0,5,May,May,Spring,-0.9749279121818236,-0.2225209339563146,167.0200042724609,167.8600006103516,166.5099945068359,167.5,9363773,171.8592237207775,3342361957,-0.1353499951243076,167.9653564453125,167.9055854797363,168.8791348266602,171.3320510864258,167.6112900559013,167.8735849272865,167.7479479671549,171.8856737706005,44.74626861683295,1.963107517787388,-0.2686085633783932,-0.2791664042223083,170.7075487183641,167.9055854797363,165.1036222411085
2023-05-16 19:30:00,1,Tuesday,0,5,May,May,Spring,-0.7818314824680299,0.6234898018587334,167.5,167.5399932861328,166.3899993896484,166.5299987792969,6194362,171.8499807078129,3342361956,-0.1403572283195935,167.5553558349609,167.6334350585938,168.8065347290039,171.2409005737305,167.2508596303665,167.7456243417637,167.7001852539056,171.8323834721796,43.75020411789065,1.918822152273995,-0.3409073145146806,-0.2915145862807828,169.7440220422183,167.6334350585938,165.5228480749693
2023-05-17 13:30:00,2,Wednesday,0,5,May,May,Spring,0.0,1.0,167.875,172.2899017333984,167.1849975585938,171.8179931640625,40007779,171.8496263513778,3422377513,-0.1130601275997711,168.2329559326172,167.7140846252441,168.8414944458008,171.1713905334473,168.7732374749318,168.1334689915064,167.861667917049,171.8322402850341,68.24663677579139,2.005243573869978,0.0281676583315118,-0.2275781373583238,170.306654029245,167.7140846252441,165.1215152212433
2023-05-17 14:30:00,2,Wednesday,0,5,May,May,Spring,0.7818314824680298,0.6234898018587336,171.8200073242188,173.9900054931641,171.8099975585938,173.2299957275391,26944673,171.8598488025833,3476266858,-0.1057712438780131,169.215576171875,167.9764091491699,168.9094943237305,171.1092404937744,170.2588235591343,168.6188524901762,168.0721905762839,171.8461482993874,72.27604058695323,1.993808201381138,0.429646344020199,-0.09613324108261927,171.5571509495005,167.9764091491699,164.3956673488394
2023-05-17 15:30:00,2,Wednesday,0,5,May,May,Spring,0.9749279121818236,-0.2225209339563143,173.2400054931641,173.8000030517578,172.3600006103516,172.6600036621094,13551219,171.8628179017939,3476266857,-0.1087135939804184,170.3475982666016,168.1934089660645,168.9506182861328,171.0455155181885,171.0592169267927,169.0037240303603,168.2521048149437,171.8542463626981,66.46745934926724,1.937380109514509,0.6938294646933514,0.06185930007257487,172.3427107637195,168.1934089660645,164.0441071684095
