datetime,SMA_5,SMA_20,SMA_50,SMA_200,EMA_5,EMA_20,EMA_50,EMA_200,Cumulative_Return,daily_return,signal,position,consecutive_sells,strategy_return,cumulative_strategy,perfect_return,cumulative_perfect
2025-01-02 19:30:00,379.139453125,404.9701187133789,426.2833441162109,395.4805558776856,381.4618294385521,401.700879040267,418.5401444917479,394.7389330955839,0.9592968732400444,0.012015784323965217,0,0,26,0.0,1.2865319683916518,0.012015784323965217,14.355053319905023
2025-01-02 20:30:00,378.4404541015625,402.9941192626953,425.0450439453125,395.6516563415527,380.6512192188003,399.5417475868413,416.9907270128282,394.5826252914417,0.9565868077167314,-0.0027100655233129878,0,0,27,-0.0,1.2865319683916518,0.0,14.355053319905023
2025-01-03 14:30:00,379.6607971191406,401.1567047119141,423.8764782714844,395.8561964416504,382.0280487337575,398.1360295084442,415.7276282187437,394.4851037240012,0.986277644739916,0.029690837023184535,0,0,28,0.0,1.2865319683916518,0.029690837023184535,14.384744156928207
2025-01-03 15:30:00,383.318798828125,399.8927047729492,422.9274780273437,396.1049609375,386.685365822505,397.9325981266877,414.9539957395772,394.5001773187873,1.044187474213576,0.05790982947365997,0,0,29,0.0,1.2865319683916518,0.05790982947365997,14.442653986401867
2025-01-03 16:30:00,386.660302734375,398.4854400634766,422.0510302734375,396.3612844848633,389.1018486993784,397.5518568244436,414.1297141205007,394.4945518176365,1.033526801418503,-0.010660672795072879,0,0,30,-0.0,1.2865319683916518,0.0,14.442653986401867
2025-01-03 17:30:00,390.5463012695312,397.2410690307617,421.3327301025391,396.6339593505859,392.3962275834398,397.6883452555977,413.5358031883855,394.5392327483223,1.059596235997351,0.026069434578847916,0,0,31,0.0,1.2865319683916518,0.026069434578847916,14.468723420980714
2025-01-03 18:30:00,395.7143005371094,396.4730682373047,421.0181298828125,396.9283093261719,396.5541500946891,398.3723119090824,413.1959675777503,394.642026403734,1.089975183594612,0.03037894759726112,0,0,32,0.0,1.2865319683916518,0.03037894759726112,14.499102368577976
2025-01-03 19:30:00,400.4839599609375,396.0405685424805,420.6922302246094,397.2857093811035,400.5794350240636,399.3492350494377,413.0169102171645,394.7812102691974,1.10938469083151,0.019409507236897827,0,0,33,0.0,1.2865319683916518,0.019409507236897827,14.518511875814873
2025-01-03 20:30:00,403.4379577636719,395.4629180908203,420.2685162353516,397.6637092590332,403.9762863539331,400.4369259031743,412.9287956601648,394.9403025950131,1.120431480617668,0.01104678978615814,0,0,34,0.0,1.2865319683916518,0.01104678978615814,14.529558665601032
2025-01-06 14:30:00,407.918994140625,395.6394134521485,419.9819158935547,398.0551092529297,408.0975230152523,401.9515040398139,413.0625682357619,395.1532348710616,1.149184357394046,0.028752876776377834,0,0,35,0.0,1.2865319683916518,0.028752876776377834,14.55831154237741
2025-01-06 15:30:00,410.3419982910156,395.5599136352539,419.5357342529297,398.4056593322754,409.0983507113401,402.8227899506427,412.9856050148895,395.311909211683,1.122135058398817,-0.0270492989952289,0,0,36,-0.0,1.2865319683916518,0.0,14.55831154237741
2025-01-06 16:30:00,411.2119995117188,395.4494140625,419.0460522460937,398.7593843078614,409.1389008811278,403.4320481668389,412.8379342778626,395.4502981868972,1.112430304780368,-0.009704753618448914,0,0,37,-0.0,1.2865319683916518,0.0,14.55831154237741
2025-01-06 17:30:00,410.8159973144531,395.483268737793,418.6226501464844,399.0859342956543,408.3092652195801,403.7385191887099,412.5952699491811,395.5617379452016,1.099163696748032,-0.013266608032336036,0,0,38,-0.0,1.2865319683916518,0.0,14.55831154237741
2025-01-06 18:30:00,409.4739990234375,395.2022689819336,418.0790502929688,399.3965342712402,406.892842665918,403.7691361763179,412.2605533848444,395.6462977423498,1.085793903636478,-0.013369793111553951,0,0,39,-0.0,1.2865319683916518,0.0,14.55831154237741
2025-01-06 19:30:00,407.7059997558594,395.3952682495117,417.2380505371094,399.7480842590332,407.0952284439454,404.1244565404781,412.0738650168113,395.7642450284956,1.103551504399071,0.017757600762592807,0,0,40,0.0,1.2865319683916518,0.017757600762592807,14.576069143140003
2025-01-06 20:30:00,407.69599609375,396.9309371948242,416.4054504394531,400.0949081420898,408.4134815602865,404.7840309454773,412.0337129688175,395.9163419714257,1.121876859399066,0.018325354999995103,0,0,41,0.0,1.2865319683916518,0.018325354999995103,14.594394498139998
2025-01-07 14:30:00,405.1665954589844,397.6333374023437,415.2266522216797,400.3591731262207,404.4666537224827,404.0020278122771,411.427410422859,395.9228758627237,1.047145341461482,-0.07473151793758404,0,0,42,-0.0,1.2865319683916518,0.0,14.594394498139998
2025-01-07 15:30:00,403.5965942382812,398.6393371582031,413.9676501464844,400.6360716247559,402.5777650793115,403.5065954294859,410.9322173785496,395.9515038421291,1.05864126202756,0.011495920566078066,0,0,43,0.0,1.2865319683916518,0.011495920566078066,14.605890418706077
2025-01-07 16:30:00,401.6285949707031,399.4648376464844,412.7508502197265,400.8992710876465,399.7918437931087,402.6221578857923,410.2768363527517,395.9342749603239,1.034998961060157,-0.02364230096740294,0,0,44,-0.0,1.2865319683916518,0.0,14.605890418706077
2025-01-07 17:30:00,399.8245971679688,400.527473449707,411.629150390625,401.1888272094727,399.3545661908486,402.227667704891,409.8142157501469,395.9596056670504,1.056989513087728,0.021990552027570942,0,0,45,0.0,1.2865319683916518,0.021990552027570942,14.627880970733647
2025-01-07 18:30:00,396.3565979003906,401.2352233886719,410.3872064208985,401.4596272277832,397.4730412789251,401.416460443004,409.1826775424972,395.9372214460357,1.032366244962639,-0.02462326812508908,0,0,46,-0.0,1.2865319683916518,0.0,14.627880970733647
2025-01-07 19:30:00,395.2559997558594,401.837223815918,409.1570043945313,401.6980017089843,395.3386966273564,400.4310839555006,408.4723767496235,395.8887914547739,1.018738410385807,-0.013627834576831921,0,0,47,-0.0,1.2865319683916518,0.0,14.627880970733647
2025-01-07 20:30:00,394.4140014648438,402.3276382446289,407.8976263427734,401.8996492004395,395.0891298642012,399.8747898966807,407.9279696746536,395.8758681202776,1.03690890899974,0.01817049861393305,0,0,48,0.0,1.2865319683916518,0.01817049861393305,14.646051469347581
2025-01-08 14:30:00,394.6140014648437,402.2886383056641,406.7228265380859,402.105749206543,395.1327536497018,399.4314766894448,407.4296179705771,395.8693420814758,1.040161050641505,0.003252141641765016,0,0,49,0.0,1.2865319683916518,0.003252141641765016,14.649303610989346
2025-01-08 15:30:00,393.7859985351562,402.3088973999023,405.9296264648438,402.3203271484375,394.8685012124315,398.9465737988206,406.9162994751776,395.854124710893,1.035618386604404,-0.0045426640371011295,0,0,50,-0.0,1.2865319683916518,0.0,14.649303610989346
2025-01-08 16:30:00,392.7380004882813,401.7831481933594,404.916626586914,402.4931771850586,392.7356678818554,397.948804981857,406.1929152299041,395.780650845319,1.00531694596741,-0.030301440636993915,0,0,51,-0.0,1.2865319683916518,0.0,14.649303610989346
2025-01-08 17:30:00,394.2666015625,401.4752990722656,404.219057006836,402.7267922973633,394.7281161530078,398.0215866688528,405.8995857187437,395.8098285751697,1.058192288782113,0.05287534281470285,0,0,52,0.0,1.2865319683916518,0.05287534281470285,14.702178953804049
2025-01-08 18:30:00,395.2757995605469,401.0255981445313,403.5584307861328,402.9619721984863,396.3640728780469,398.1753390173549,405.6539543700919,395.8478997965921,1.062956761355913,0.004764472573800083,0,0,53,0.0,1.2865319683916518,0.004764472573800083,14.70694342637785
2025-01-08 19:30:00,395.4888000488281,400.3013488769531,402.8901306152344,403.1954977416992,396.3377164727344,397.9953070787601,405.2865445384064,395.8522490887863,1.045658688648398,-0.017298072707514933,0,0,54,-0.0,1.2865319683916518,0.0,14.70694342637785
2025-01-08 20:30:00,395.62080078125,399.2343490600586,402.1827307128906,403.4019477844238,395.891810981823,397.7100397379259,404.8831506349395,395.8437689983507,1.03902538463223,-0.006633304016168129,0,0,55,-0.0,1.2865319683916518,0.0,14.70694342637785
2025-01-10 14:30:00,395.94580078125,398.184098815918,401.3505169677734,403.616072845459,393.9595410614497,396.9847979743809,404.3032232069302,395.7865673289214,1.013705341537099,-0.02532004309513103,0,0,56,-0.0,1.2865319683916518,0.0,14.70694342637785
2025-01-10 15:30:00,393.8314758300781,397.1301681518555,400.7423449707031,403.8067242431641,392.0201566874509,396.1425684472449,403.6694257454604,395.7104958922104,1.003620614771977,-0.010084726765121843,0,0,57,-0.0,1.2865319683916518,0.0,14.70694342637785
2025-01-10 16:30:00,392.1982604980469,396.3711639404297,400.1411431884766,404.0265737915039,391.8367410142902,395.697553325409,403.1910133502647,395.6683010044069,1.020802742108036,0.01718212733605884,0,0,58,0.0,1.2865319683916518,0.01718212733605884,14.724125553713908
2025-01-10 17:30:00,392.4132568359375,396.0361633300781,399.6627429199219,404.280023651123,393.6778224600477,395.8558801850427,402.9623455856097,395.6851336844782,1.051207840427663,0.030405098319627122,0,0,59,0.0,1.2865319683916518,0.030405098319627122,14.754530652033534
2025-01-10 18:30:00,392.5652587890625,395.4491638183594,399.1363409423828,404.5666236877441,394.3718848952401,395.8467496689077,402.6799010436496,395.6858787201115,1.042948623125085,-0.008259217302577948,0,0,60,-0.0,1.2865319683916518,0.0,14.754530652033534
2025-01-10 19:30:00,393.3382568359375,394.5946640014648,398.5380926513672,404.8053741455078,394.2345870818528,395.6670584104478,402.3379438048821,395.6687057124992,1.033656767357976,-0.009291855767109114,0,0,61,-0.0,1.2865319683916518,0.0,14.754530652033534
2025-01-10 20:30:00,394.6819763183594,394.5090133666992,398.0306921386719,405.0678741455078,394.443053171756,395.5901943096016,402.0446905322029,395.6606587437337,1.038302616474295,0.004645849116319045,0,0,62,0.0,1.2865319683916518,0.004645849116319045,14.759176501149852
2025-01-13 14:30:00,393.5759948730469,393.8660140991211,397.4038922119141,405.27482421875,391.6087029283062,394.6711284173925,401.4131341364854,395.5639357954519,0.9922568656279804,-0.04604575084631457,0,0,63,-0.0,1.2865319683916518,0.0,14.759176501149852
2025-01-13 15:30:00,391.7279968261719,393.5610137939453,396.7198321533203,405.5008741760254,390.4458003246,394.0472109602301,400.8918345671012,395.4898667339766,1.003510183107045,0.01125331747906455,0,0,64,0.0,1.2865319683916518,0.01125331747906455,14.770429818628918
2025-01-13 16:30:00,391.7599975585937,393.4330139160156,396.3820306396485,405.7887742614746,392.2705380256448,394.2255730999924,400.6968611890868,395.4941468005812,1.043774576362237,0.040264393255192044,0,0,65,0.0,1.2865319683916518,0.040264393255192044,14.81069421188411
2025-01-13 17:30:00,391.9820007324219,393.5010147094727,396.0296307373047,406.0737782287597,393.2036944585028,394.3059954070616,400.4762002532096,395.4899265072841,1.039386768711198,-0.004387807651039077,0,0,66,-0.0,1.2865319683916518,0.0,14.81069421188411
2025-01-13 18:30:00,391.7600036621094,393.6350143432617,395.6760308837891,406.3512782287598,393.3857963056686,394.2530434635319,400.2124276942603,395.472613805719,1.032572772655546,-0.006813996055651916,0,0,67,-0.0,1.2865319683916518,0.0,14.81069421188411
2025-01-13 19:30:00,393.0820007324219,393.5330139160156,395.4075726318359,406.664478149414,393.107193468102,394.0908476853831,399.9119398549939,395.4435329498708,1.02637820214414,-0.006194570511405928,0,0,68,-0.0,1.2865319683916518,0.0,14.81069421188411
2025-01-13 20:30:00,396.1320007324219,393.9405136108398,395.281372680664,407.0242756652832,396.5281273511305,394.9745760122216,400.047549865276,395.5224032201924,1.082232049222593,0.05585384707845287,1,1,0,0.0,1.2865319683916518,0.05585384707845287,14.866548058962563
2025-01-14 14:30:00,399.4607177734375,394.851693725586,395.4598443603516,407.4305436706543,401.8732844450245,396.6497210237064,400.5383753071402,395.6919673536513,1.129690254145639,0.04745820492304609,1,1,0,0.04745820492304609,1.333990173314698,0.04745820492304609,14.914006263885609
2025-01-14 15:30:00,401.9806945800781,395.8116882324219,396.0065100097656,407.8103871154785,403.805486749157,397.6992610554888,400.8180426032297,395.8111506770719,1.104428498805182,-0.02526175534045705,1,1,0,-0.02526175534045705,1.3087284179742409,0.0,14.914006263885609
2025-01-14 16:30:00,404.2409362792969,396.1285980224609,396.4570343017578,408.1697431945801,404.2207273314693,398.3994465260226,400.9840491088322,395.9030915508931,1.090910623289867,-0.013517875515314914,1,1,0,-0.013517875515314914,1.295210542458926,0.0,14.914006263885609
2025-01-14 17:30:00,407.5241394042969,396.5950988769531,397.0627545166016,408.5484251403809,405.8024860269692,399.4057852776365,401.2970669248768,396.0330707734511,1.11111914536919,0.020208522079322888,1,1,0,0.020208522079322888,1.3154190645382489,0.020208522079322888,14.934214785964931
2025-01-14 18:30:00,408.8971374511719,397.2925979614258,397.7132543945312,408.9356500244141,407.2799858018337,400.4371376656295,401.6475735298449,396.1743833563179,1.117669743787513,0.00655059841832295,1,1,0,0.00655059841832295,1.3219696629565718,0.00655059841832295,14.940765384383255
2025-01-14 19:30:00,406.026416015625,397.4530975341797,398.1329083251953,409.2225505065918,404.2566543529152,400.2250285027199,401.5127663896579,396.1946381632707,1.055595648078704,-0.06207409570880884,1,1,0,-0.06207409570880884,1.259895567247763,0.0,14.940765384383255
2025-01-14 20:30:00,403.7324401855469,397.7583480834961,398.4658087158203,409.5077685546875,401.5711069709539,399.8416936174162,401.3044230883785,396.194691636343,1.045219955143637,-0.010375692935067127,1,0,0,-0.010375692935067127,1.2495198743126958,0.0,14.940765384383255
2025-01-15 14:30:00,406.2242004394531,399.2267791748047,399.2354089355469,409.8965686035156,406.8840745691776,401.5243903934361,401.9399362914078,396.4067843540473,1.155224071519393,0.11000411637575613,1,1,0,0.0,1.2495198743126958,0.11000411637575613,15.05076950075901
2025-01-15 15:30:00,407.8390014648438,400.5052841186524,399.8805749511719,410.198920135498,410.2693858944257,403.0020683126252,402.532095987624,396.6120900673893,1.15279788311478,-0.002426188404613061,1,1,0,-0.002426188404613061,1.2470936859080828,0.0,15.05076950075901
2025-01-15 16:30:00,409.7506652832031,401.6269500732422,400.356441040039,410.5364866638184,413.444025410737,404.6012336584093,403.2090061231431,396.8427489169015,1.167010643186471,0.014212760071691033,1,1,0,0.014212760071691033,1.2613064459797738,0.014212760071691033,15.064982260830702
2025-01-15 17:30:00,414.2641662597656,402.8778244018555,400.8932946777344,410.8601741027832,415.8885157197883,406.1418301040742,403.8979665237214,397.0809056076576,1.172091129911277,0.005080486724805988,1,1,0,0.005080486724805988,1.2663869327045798,0.005080486724805988,15.070062747555507
2025-01-15 18:30:00,419.7751647949219,404.3675750732422,401.3886950683594,411.1987496948242,418.5106787741297,407.8192753210969,404.6766739103525,397.3463195307935,1.187461295749391,0.015370165838114014,1,1,0,0.015370165838114014,1.2817570985426938,0.015370165838114014,15.085432913393621
2025-01-15 19:30:00,421.6351623535156,405.9650756835937,401.8274951171875,411.5531996154785,421.2771183689511,409.6279155341919,405.5446473867541,397.6394904564432,1.203231441612134,0.015770145862742835,1,1,0,0.015770145862742835,1.2975272444054367,0.015770145862742835,15.101203059256363
2025-01-15 20:30:00,423.8631591796875,408.0770751953125,402.2184948730469,411.8983500671387,423.5780764712279,411.394780023867,406.4323079863238,397.9433760506656,1.210303479133064,0.007072037520930108,1,1,0,0.007072037520930108,1.3045992819263668,0.007072037520930108,15.108275096777293
2025-01-16 14:30:00,423.0125,409.4480758666992,402.3138952636719,412.1906016540527,420.8987204957926,411.7895636925389,406.789472714112,398.1184669212552,1.145054748742758,-0.06524873039030599,1,0,0,-0.06524873039030599,1.2393505515360608,0.0,15.108275096777293
2025-01-16 15:30:00,421.968798828125,410.4300247192383,402.2982751464844,412.515796661377,419.1188104900336,412.1485567197748,407.1333753715396,398.2920044690887,1.145152735184397,9.798644163905301e-05,1,1,0,0.0,1.2393505515360608,9.798644163905301e-05,15.108373083218932
