datetime,Open,High,Low,Close
2023-05-16 13:30:00,165.6499938964844,167.5599975585938,164.3500061035156,167.4700012207031
2023-05-16 14:30:00,167.4499969482422,169.4199981689453,167.1600036621094,168.5800018310547
2023-05-16 15:30:00,168.5648956298828,169.5184020996094,167.9199981689453,168.4299926757812
2023-05-16 16:30:00,168.4219970703125,168.9700012207031,167.8549957275391,168.31689453125
2023-05-16 17:30:00,168.3200988769531,168.8600006103516,166.7599945068359,166.9998931884766
2023-05-16 18:30:00,167.0200042724609,167.8600006103516,166.5099945068359,167.5
2023-05-16 19:30:00,167.5,167.5399932861328,166.3899993896484,166.5299987792969
2023-05-17 13:30:00,167.875,172.2899017333984,167.1849975585938,171.8179931640625
2023-05-17 14:30:00,171.8200073242188,173.9900054931641,171.8099975585938,173.2299957275391
2023-05-17 15:30:00,173.2400054931641,173.8000030517578,172.3600006103516,172.6600036621094
2023-05-17 16:30:00,172.6799926757812,173.5599975585938,172.6399993896484,173.4600982666016
2023-05-17 17:30:00,173.4600067138672,174.2200012207031,173.4199981689453,173.8614959716797
2023-05-17 18:30:00,173.8867950439453,174.5,173.1999969482422,173.9095001220703
2023-05-17 19:30:00,173.9100036621094,174.5,173.5800018310547,173.8500061035156
2023-05-18 13:30:00,174.4299926757812,175.5998992919922,172.4499969482422,175.0350036621094
2023-05-18 14:30:00,175.0319976806641,175.5200042724609,173.4299926757812,174.8999938964844
2023-05-18 15:30:00,174.9100036621094,175.75,174.1399993896484,174.4049987792969
2023-05-18 16:30:00,174.3800048828125,175.5200042724609,173.8899993896484,175.1289978027344
2023-05-18 17:30:00,175.1399993896484,175.4799957275391,174.0899963378906,174.8800048828125
2023-05-18 18:30:00,174.8699951171875,176.2899932861328,174.8099975585938,176.0803070068359
2023-05-18 19:30:00,176.0899963378906,177.0599975585938,175.9499969482422,176.8899993896484
2023-05-19 13:30:00,177.1499938964844,181.2799987792969,176.6999969482422,181.2702026367188
2023-05-19 14:30:00,181.2747039794922,181.9499969482422,178.8200073242188,178.8200073242188
2023-05-19 15:30:00,178.8200073242188,179.75,177.2200012207031,179.0401000976562
2023-05-19 16:30:00,179.0399932861328,180.4900054931641,178.3600006103516,180.4506072998047
2023-05-19 17:30:00,180.4600067138672,180.5700073242188,179.5200042724609,179.6549987792969
2023-05-19 18:30:00,179.6499938964844,179.8999938964844,178.6999969482422,179.4600067138672
2023-05-19 19:30:00,179.4700012207031,180.2749938964844,179.4109039306641,180.1300048828125
2023-05-22 13:30:00,180.6999969482422,185.3999938964844,180.1100006103516,183.9100036621094
2023-05-22 14:30:00,183.9140930175781,185.8800048828125,183.8500061035156,185.625
2023-05-22 15:30:00,185.6199951171875,186.2574005126953,184.8200073242188,185.3249969482422
2023-05-22 16:30:00,185.3000030517578,186.2200012207031,184.6699981689453,186.0
2023-05-22 17:30:00,186.0184936523438,187.4600067138672,186.0099945068359,187.4199981689453
2023-05-22 18:30:00,187.4349975585938,189.3200073242188,187.1600036621094,188.7398986816406
2023-05-22 19:30:00,188.7400054931641,189.2400054931641,188.2599945068359,188.9299926757812
2023-05-23 13:30:00,186.1999969482422,192.0,186.0650024414062,191.6826934814453
2023-05-23 14:30:00,191.6799926757812,192.9600067138672,190.6300048828125,191.2100067138672
2023-05-23 15:30:00,191.2200012207031,191.2400054931641,187.9299926757812,188.0099945068359
2023-05-23 16:30:00,188.0099945068359,189.1898956298828,186.1999969482422,187.5099945068359
2023-05-23 17:30:00,187.5,187.8298950195312,185.5700073242188,186.1300048828125
2023-05-23 18:30:00,186.1499938964844,187.0200042724609,185.2599945068359,185.8404998779297
2023-05-23 19:30:00,185.8699951171875,186.3999938964844,185.6701049804688,185.7700042724609
2023-05-24 13:30:00,182.2299957275391,182.9400024414062,178.2200012207031,178.6600036621094
2023-05-24 14:30:00,178.6600036621094,181.4900054931641,178.3800048828125,180.9799957275391
2023-05-24 15:30:00,180.9799957275391,182.5299987792969,180.3999938964844,181.1882019042969
2023-05-24 16:30:00,181.1784973144531,182.5200042724609,180.8800048828125,182.3399963378906
2023-05-24 17:30:00,182.3399963378906,183.8099975585938,182.0417022705078,182.3973999023438
2023-05-24 18:30:00,182.4053955078125,183.6600036621094,181.6499938964844,183.3800964355469
2023-05-24 19:30:00,183.3999938964844,184.2200012207031,182.7599945068359,182.8600006103516
