datetime,Volume,VWAP,OBV,Cumulative_Return
2023-05-16 13:30:00,28269977,171.9234011881482,3287592582,-0.1355048515103691
2023-05-16 14:30:00,18020917,171.906304571853,3323634415,-0.129774928924384
2023-05-16 15:30:00,11617670,171.8948822745152,3323634414,-0.1305492896219278
2023-05-16 16:30:00,9570871,171.8852232779455,3323634413,-0.1311331123754823
2023-05-16 17:30:00,10569064,171.8707028509625,3323634412,-0.1379315912856336
2023-05-16 18:30:00,9363773,171.8592237207775,3342361957,-0.1353499951243076
2023-05-16 19:30:00,6194362,171.8499807078129,3342361956,-0.1403572283195935
2023-05-17 13:30:00,40007779,171.8496263513778,3422377513,-0.1130601275997711
2023-05-17 14:30:00,26944673,171.8598488025833,3476266858,-0.1057712438780131
2023-05-17 15:30:00,13551219,171.8628179017939,3476266857,-0.1087135939804184
2023-05-17 16:30:00,10583809,171.867433613061,3497434474,-0.1045834339584769
2023-05-17 17:30:00,11274621,171.8735531888732,3519983715,-0.1025113830471164
2023-05-17 18:30:00,11228922,171.8797570172064,3542441558,-0.1022635813225236
2023-05-17 19:30:00,8159229,171.8841097798504,3542441557,-0.1025706947758572
2023-05-18 13:30:00,34513615,171.9132826571537,3611468786,-0.0964536312247184
2023-05-18 14:30:00,17520334,171.9272545181216,3611468785,-0.09715056372923137
2023-05-18 15:30:00,13539619,171.9361796441324,3611468784,-0.09970577286648286
2023-05-18 16:30:00,10976803,171.9454764779357,3633422389,-0.09596842505069059
2023-05-18 17:30:00,9213378,171.9526310241322,3633422388,-0.09725374880844861
2023-05-18 18:30:00,10630066,171.9642093698795,3654682519,-0.09105768171955797
2023-05-18 19:30:00,8586123,171.9753444946486,3671854764,-0.08687797710614531
2023-05-19 13:30:00,38191034,172.0678742115118,3748236831,-0.06426697556025951
2023-05-19 14:30:00,26951012,172.1149776737945,3748236830,-0.07691510325518203
2023-05-19 15:30:00,21559892,172.1534097541987,3791356613,-0.07577896464249045
2023-05-19 16:30:00,14764117,172.1848228985043,3820884846,-0.06849780010986439
2023-05-19 17:30:00,11614825,172.2070061096138,3820884845,-0.07260480256440904
2023-05-19 18:30:00,11720322,172.2286751029277,3820884844,-0.07361136907380905
2023-05-19 19:30:00,7917213,172.2445890682388,3836719269,-0.07015277850637469
2023-05-22 13:30:00,40369904,172.3631731506207,3917459076,-0.05064008619026028
2023-05-22 14:30:00,19582558,172.428246778464,3956624191,-0.04178712146238606
2023-05-22 15:30:00,14558611,172.4751228339323,3956624190,-0.04333576409023754
2023-05-22 16:30:00,11038432,172.512293156936,3978701053,-0.03985133786938089
2023-05-22 17:30:00,12431776,172.5582931147338,4003564604,-0.03252118011593585
2023-05-22 18:30:00,19665788,172.6368947746973,4042896179,-0.0257077354309363
2023-05-22 19:30:00,10752284,172.6800517765761,4064400746,-0.02472645320430622
2023-05-23 13:30:00,43081304,172.8796077985147,4150563353,-0.01051676505482102
2023-05-23 14:30:00,24337794,172.9877129209738,4150563352,-0.01295681649297675
2023-05-23 15:30:00,19716349,173.0591437268473,4150563351,-0.02947556616707725
2023-05-23 16:30:00,23714944,173.1413229206523,4150563350,-0.03205661095775092
2023-05-23 17:30:00,18161180,173.1976436469123,4150563349,-0.03918024101828987
2023-05-23 18:30:00,17100471,173.2490530791893,4150563348,-0.0406746917877433
2023-05-23 19:30:00,7890131,173.2725006050169,4150563347,-0.04103859641826435
2023-05-24 13:30:00,42319156,173.3260752945598,4150563346,-0.07774105649233387
2023-05-24 14:30:00,20989322,173.3636400669735,4192541989,-0.06576504962257068
2023-05-24 15:30:00,16668716,173.394018904714,4225879420,-0.06469027068675692
2023-05-24 16:30:00,13914048,173.4229180538717,4253707515,-0.05874460464124864
2023-05-24 17:30:00,15164394,173.4544036463227,4284036302,-0.05844828229925303
2023-05-24 18:30:00,14272287,173.4870699630006,4312580875,-0.05337551476357905
2023-05-24 19:30:00,9484093,173.5075234908668,4312580874,-0.0560602960041221
2023-05-25 13:30:00,27665935,173.5645308497485,4312580873,-0.05781538755764359
2023-05-25 14:30:00,17181211,173.606908782773,4346943294,-0.04813646959261719
2023-05-25 15:30:00,11625470,173.6376797897773,4370194233,-0.04367131251578271
2023-05-25 16:30:00,9363950,173.660283984803,4370194232,-0.04868886421899021
2023-05-25 17:30:00,9484488,173.6840294961442,4389163207,-0.04640768629593417
2023-05-25 18:30:00,11184917,173.7112836837426,4389163206,-0.04767190043443248
2023-05-25 19:30:00,5938047,173.7256368515538,4389163205,-0.04790418501352478
2023-05-26 13:30:00,36731766,173.8615092619347,4462626736,-0.01775760076259247
2023-05-26 14:30:00,20439938,173.9404751547137,4503506611,-0.01285363141375961
2023-05-26 15:30:00,22646949,174.0417185297025,4548800508,0.002168068172097914
2023-05-26 16:30:00,26830579,174.1779501565329,4602461665,0.01755107306968728
2023-05-26 17:30:00,19036706,174.2690493757339,4602461664,0.01187282179054683
2023-05-26 18:30:00,16987814,174.3459799982857,4602461663,0.006687968477982809
2023-05-26 19:30:00,14816869,174.406632922723,4602461662,-0.00289075756279622
2023-05-30 13:30:00,48688752,174.6768489272668,4699839165,0.0333698183170692
2023-05-30 14:30:00,17697443,174.7728171212996,4699839164,0.03221146734381342
2023-05-30 15:30:00,12842963,174.8407972398431,4699839163,0.02994013532526285
2023-05-30 16:30:00,10829157,174.8964880379392,4699839162,0.02694611391601298
2023-05-30 17:30:00,11905400,174.9602299297346,4723649961,0.03267548513134577
